Jur Dept,Jurisdictional Dept,PMA NUM,PMA Name,PMA Location Address, PMA Land SqFt ,PMA Classification,PMA Current Use,PMA Future Use If Any,City Ownership,Category,Comment
Parks,Parks and Recreation,4153,Jefferson Park Golf Course,4051 Beacon Ave S," 5,257,322 ",Fully Utilized,Regional Parks/Large Urban Parks,,Owned,,
Parks,Parks and Recreation,9116,"Zoo Breeding/Holding Farm, Enumclaw","22327 SE 464th St, Enumclaw"," 5,142,693 ",Fully Utilized,Green Space/Natural Area,,Owned,,
Parks,Parks and Recreation,243,"Golden Gardens Park- Part Lease, Esmt",Seaview Ave NW & NW 88th St," 4,324,211 ",Fully Utilized,Regional Parks/Large Urban Parks,,Mixed Ownership,,
Parks,Parks and Recreation,292,Lower Woodland Park,4428 Phinney Ave N," 4,242,243 ",Fully Utilized,Special-Use Parks/Specialty Gardens/ELC's,,Owned,,
Parks,Parks and Recreation,200,Woodland Park Zoo,5500 Phinney Ave N," 3,958,970 ",Fully Utilized,Regional Parks/Large Urban Parks,,Owned,,
Parks,Parks and Recreation,476,Burke-Gilman Trail,30th-50th St NE," 3,034,867 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,265,Longfellow Creek Greenspace- Central,6099  26th Ave SW," 2,669,791 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4401,W Duwamish Greenspace- Puget Park,W Marginal Way SW," 2,554,596 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,282,W Duwamish Greenspace- Spokane St,7099 Highland Park Way SW," 2,536,066 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,409,Genesee Park & Playfield / Rainier Community Ctr,4420 S Genesee St," 2,512,383 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4407,W Duwamish Greenspace- Riverview,6598  8th Ave SW," 2,465,099 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4154,Camp Long,5200 35th Ave SW," 2,381,607 ",Fully Utilized,Special-Use Parks/Specialty Gardens/ELC's,,Owned,,
Parks,Parks and Recreation,484,W Duwamish Greenspace- Othello St,7599 Detroit Ave W," 2,313,505 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,465,Schmitz Preserve Park,5399 SW Stevens St," 2,311,608 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,3023,Interlaken Park,Interlaken Bl," 2,283,026 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,391,Ravenna Park,Ravenna Ave NE," 2,134,684 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,399,Volunteer Park,1400 E Prospect St," 2,104,396 ",Fully Utilized,Regional Parks/Large Urban Parks,,Owned,,
Parks,Parks and Recreation,413,Lake Washington Boulevard South,Lake WA Bl S of Andover St," 2,017,589 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,9002,O.O. Denny Park- King Co,"12032 Holmes Point Dr NE, Kirkland"," 1,991,563 ",Fully Utilized,Recreational Facility/Community Center,,Owned,,
Parks,Parks and Recreation,114,Jefferson Park & Community Center- Part MOA w/SPU,4101 Beacon Ave S," 1,940,002 ",Fully Utilized,Regional Parks/Large Urban Parks,,Owned,,
Parks,Parks and Recreation,442,E Duwamish Greenspace- S Chicago St,9199 Cecil Ave S," 1,882,228 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,313,Interbay Golf Course,3027 17th Ave W," 1,854,611 ",Fully Utilized,Regional Parks/Large Urban Parks,,Owned,,
Parks,Parks and Recreation,463,RiverView Playfield,7226 12th Ave SW," 1,840,756 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,2843,Magnolia Boulevard Greenbelt- Part Esmt,W Emerson St to W Howe St," 1,775,240 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Mixed Ownership,,
Parks,Parks and Recreation,258,Cheasty Greenspace- Cheasty Boulevard,4099 Cheasty Bl S," 1,693,034 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,454,Hamilton Viewpoint,1120 College Ave SW," 1,560,153 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,411,Lakeridge Park,10201 Holyoke Way S," 1,517,827 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,412,Lake Washington Boulevard North,2521 Lake Park Dr S," 1,401,512 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,453,Fauntleroy Park,4099 SW Barton St," 1,389,596 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,370,Madrona Park,853 Lake Washington Bl," 1,366,645 ",Fully Utilized,Community Parks,,Owned,,
Parks,Parks and Recreation,328,Queen Anne Boulevard,999 W Armour St," 1,260,649 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,376,Montlake Playfield & Community Center,1618 E Calhoun St," 1,163,030 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,451,Duwamish Head Greenspace- Fairmount Ravine,33rd to 55th Ave SW," 1,115,867 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,3881,Maple Leaf Reservoir Park- Part MOA w/SPU,1020 NE 82nd St," 1,084,744 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,347,Matthews Beach Park,5100 NE 93rd St," 971,623 ",Fully Utilized,Community Parks,,Owned,,
Parks,Parks and Recreation,319,W Magnolia Playfield & CC- Part Lease,2550 34th W," 968,298 ",Fully Utilized,Community Parks,,Mixed Ownership,,
Parks,Parks and Recreation,419,Mount Baker Park,2521 Lake Park Dr S," 963,178 ",Fully Utilized,Community Parks,,Owned,,
Parks,Parks and Recreation,462,Puget Park,4767 Puget Way SW," 956,493 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,262,Kubota Gardens Natural Area- Part Esmt,9799 Renton Ave S," 931,788 ",Fully Utilized,Greenbelts/Natural Area,,Mixed Ownership,,
Parks,Parks and Recreation,284,Duwamish Head Greenspace- Admiral Way,3600 Admiral Way SW," 901,208 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,361,Northacres Park,12530 3rd Ave NE," 900,427 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,405,Colman Park,1800 Lake Washington Bl S," 890,129 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,293,Gas Works Park,2101 N Northlake Way," 864,849 ",Fully Utilized,Regional Parks/Large Urban Parks,,Owned,,
Parks,Parks and Recreation,415,Kubota Gardens,9817 55th S," 843,470 ",Fully Utilized,Special-Use Parks/Specialty Gardens/ELC's,,Owned,,
Parks,Parks and Recreation,4214,Cheasty Boulevard,Cheasty Boulevard," 842,543 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,443,E Duwamish Greenspace- Carkeek Dr,9099 Carkeek Dr S," 820,271 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,425,Stan Sayres Park and Pits,3800 Lake Washington Bl S," 805,131 ",Fully Utilized,Community Parks,,Owned,,
Parks,Parks and Recreation,397,Judkins Park and Playfield- Part Lease,2150 S Norman," 804,103 ",Fully Utilized,Recreation Areas,,Mixed Ownership,,
Parks,Parks and Recreation,352,Meadowbrook Playfield & Community Center,10750 30th Ave NE," 803,843 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,3920,Emma Schmitz Memorial Overlook,4503 Beach Dr SW," 757,802 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,473,Me-Kwa-Mooks Park,4503 Beach Dr SW," 751,628 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,367,Leschi Park,100 Lakeside Ave S," 745,632 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,392,Frink Park,34th Ave S," 720,391 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,246,Kiwanis Memorial Preserve Park,4531 33rd Ave W," 720,056 ",Fully Utilized,Green Space/Natural Area,,Owned,,
Parks,Parks and Recreation,455,Seacrest Park- Part Lease,1660 Harbor Ave SW," 703,848 ",Fully Utilized,Commercial Use,,Mixed Ownership,,
Parks,Parks and Recreation,4040,Lakewood Moorage,4400 Lake Washington Bl S," 697,915 ",Fully Utilized,Recreational Facility/Community Center,,Owned,,
Parks,Parks and Recreation,418,Maple Wood Playfield- Part Esmt,4801 Corson Ave S," 687,147 ",Fully Utilized,Recreation Areas,,Mixed Ownership,,
Parks,Parks and Recreation,4412,Herrings House Park- T'u'altwx,4570 W Marginal Way SW," 664,250 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,466,Seola Beach/Seola Park,11699 Seola Beach Dr SW," 635,549 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,499,Waldo Dahl Playfield,7700 25th Ave NE," 630,008 ",Fully Utilized,Regional Parks/Large Urban Parks,,Owned,,
Parks,Parks and Recreation,4480,Kingfisher Natural Area on Thornton Creek,1511 NE 105th St," 624,044 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,314,Kinnear Park,981 W Prospect," 614,684 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,3005,Open Water Park,2351 W Marina Pl," 611,500 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,450,Delridge Playfield & Community Center,4501 Delridge Way SW," 610,239 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4470,Discovery Park Boulevards,Discovery Park," 609,677 ",Fully Utilized,Roadway,,Owned,,
Parks,Parks and Recreation,464,Roxhill Park,9244 29th Ave SW," 598,623 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,340,Laurelhurst Playfield & Community Center,4554 NE 41st St," 576,497 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,420,Pritchard Island Beach,8400 55th Ave S," 573,536 ",Fully Utilized,Community Parks,,Owned,,
Parks,Parks and Recreation,430,E Duwamish Greenspace- Beacon Ave S,2799 12th Ave S," 567,133 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4486,Washington Park,1001 Lake Washington Bl E," 547,031 ",Fully Utilized,Park/Playground/Viewpoint,,Owned,,
Parks,Parks and Recreation,234,SW Queen Anne Greenbelt,Van Buren Ave W," 546,718 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,485,Arroyo Heights Natural Area,47th Ave SW," 545,338 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,456,Hiawatha Playfield & Community Center,2700 California Ave SW," 526,323 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,344,Lake Union Park- Part Lease,860 Terry Ave N," 511,786 ",Fully Utilized,Regional Parks/Large Urban Parks,,Mixed Ownership,,
Parks,Parks and Recreation,472,West Seattle Recreation Center,4432 35th Ave SW," 505,958 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,80,Richey Viewpoint,3521 Beach Dr SW," 498,832 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,3941,Walt Hundley Playfield- Part Agmt w/SSD,30th SW & SW Myrtle St," 489,689 ",Fully Utilized,Recreation Areas,,Mixed Ownership,,
Parks,Parks and Recreation,317,Magnolia Park,1461 Magnolia Bl W," 487,103 ",Fully Utilized,Community Parks,,Owned,,
Parks,Parks and Recreation,3102,Cal Anderson Park- Part MOA,1635 11th Ave," 480,829 ",Fully Utilized,Regional Parks/Large Urban Parks,,Owned,,
Parks,Parks and Recreation,251,Soundview Playfield,1590 NW 90th St," 457,995 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,3946,Rainier Beach Urban Farm and Wetlands,5513 S Cloverdale St," 434,642 ",Fully Utilized,Special-Use Parks/Specialty Gardens/ELC's,,Owned,,
Parks,Parks and Recreation,279,Northeast Queen Anne Greenbelt,Aurora Ave N," 432,694 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,422,Rainier Beach Playfield,8825 Rainier Ave S," 430,322 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,432,Martha Washington Park,6612 57th Ave S," 417,180 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,433,Dr. Jose Rizal Park,1007 12th Ave S," 416,852 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,331,David Rodgers Park,2625 1st Ave W," 414,798 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,316,Lawton Park,4005 27th Avenue W," 414,340 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,423,Rainier Playfield,3701 S Oregon St," 413,270 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4433,Smith Cove Park,1450 23rd Ave W," 412,837 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,275,Carkeek Park- Piper's Creek Natural Area,E of Carkeek Park," 407,090 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,353,Garfield Playfield & Community Center,537 25th Ave," 402,222 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,444,View Ridge Playfield,4400 NE 70th St," 397,924 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,301,Llandover Woods,14499 3rd Ave NW," 395,874 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,431,Van Asselt Playground & Community Center,7050 Beacon Ave S," 393,236 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4447,Marra-Desimone Park,9026 4th Ave S," 377,895 ",Fully Utilized,Urban Agriculture,,Owned,,
Parks,Parks and Recreation,269,Cheasty Greenspace- Mount View,4701 Mount View Dr S," 371,943 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4446,I-5 Colonade- Part Lease,1701 Lakeview Bl E," 371,412 ",Fully Utilized,Community Parks,,Mixed Ownership,,
Parks,Parks and Recreation,483,Cowen Park,5849 15th Ave NE," 367,583 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,369,Madison Park,4201 E Madison St," 360,581 ",Fully Utilized,Community Parks,,Owned,,
Parks,Parks and Recreation,4618,Flicker Haven Natural Area on Thornton Creek,13049 10th Ave NE," 359,129 ",Fully Utilized,Green Space/Natural Area,,Owned,,
Parks,Parks and Recreation,247,North Beach Park & Natural Area,8999 24th Ave NW," 358,834 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,1630,Maple School Ravine,1950 S Graham St," 349,211 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,3993,Puget Creek Greenspace,1901 SW Brandon St," 342,658 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4479,Licorice Fern Natural Area on Thornton Creek,13000 10th Ave NE," 340,590 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4453,Solstice Park,74XX Fauntleroy Way SW," 336,714 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,373,Miller- Pendleton-Miller Playfield /Community Ctr,301 20th Ave E," 329,291 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,426,Amy Yee Tennis Center,2000 Martin Luther King Jr Way S," 328,971 ",Fully Utilized,Community Parks,,Owned,,
Parks,Parks and Recreation,286,Licton Springs Park,9536 Ashworth Ave N," 328,829 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,288,Bitter Lake Playfield & Community Center,13052 Greenwood Ave N," 325,727 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4241,E Portal Viewpoint- Part Agmt,1400 Lake Washington Bl S," 317,907 ",Fully Utilized,Neighborhood Parks,,Mixed Ownership,,
Parks,Parks and Recreation,1104,Meridian Playground,Bagley Ave N & N 47th St," 317,261 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,362,Boren Park,1606 15th Ave E," 315,079 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,408,Dearborn Park,30th Ave S & S Brandon St," 312,705 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,496,Burke-Gilman Park,5201 Sand Point Way NE," 308,920 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,3887,Interbay Athletic Field,3027 17th Ave W," 300,210 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4481,Beaver Pond Natural Area on Thornton Creek,10300 5th Ave NE," 297,353 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,268,Me-Kwa-Mooks- North Bluff Natural Area- Part Esmt,4298 Aikens Ave SW," 295,570 ",Fully Utilized,Greenbelts/Natural Area,,Mixed Ownership,,
Parks,Parks and Recreation,289,Loyal Heights Community Center,2023 NW 77th St," 291,082 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4081,Atlantic City Boat Ramp,8702 Seward Park Ave S," 278,084 ",Fully Utilized,Community Parks,,Owned,,
Parks,Parks and Recreation,403,Othello Park,4351 S Othello St," 277,607 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,457,Highland Park Playground,1100 SW Cloverdale," 276,587 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,458,E.C. Hughes Playground,2805 SW Holden St," 276,560 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,388,Ravenna Boulevard,"NE Rav Bl, Grnlk Way/20th NE"," 276,550 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,416,Thornton Creek- North Branch- Part Esmt,Lake City Way NE," 273,274 ",Fully Utilized,Greenbelts/Natural Area,,Mixed Ownership,,
Parks,Parks and Recreation,489,Cheasty Greenspace- McClellan,24th Ave S & S McClellan St," 271,162 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4158,Puget Boulevard,4850 21st Ave SW," 268,573 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,330,W Queen Anne Playfield,1901 1st Ave W," 268,209 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,3925,E Duwamish Greenspace- S Spokane St,4599 10th Ave S," 262,653 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,2848,St Marks Green Space- Part Esmt,1500 Lakeview Bl," 261,293 ",Fully Utilized,Green Space/Natural Area,,Mixed Ownership,,
Parks,Parks and Recreation,264,Longfellow Creek Greenspace- North,2698 SW Nevada St," 256,343 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,440,Beer Sheva Park,8650 55th Ave S," 254,342 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,429,"John C. Little, Sr. Park",6961 37th Ave S," 245,863 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,467,South Park Playground & Community Center,8319 8th Ave S," 241,898 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4420,Westbridge Shops,4209 W Marginal Way SW," 238,323 ",Fully Utilized,Maintenance Facility,,Owned,,
Parks,Parks and Recreation,390,Pratt Park,1800 S Main St," 237,925 ",Fully Utilized,Community Parks,,Owned,,
Parks,Parks and Recreation,4488,Stim Bullitt Natural Area,Arroyo Beach Pl SW," 237,897 ",Fully Utilized,Green Space/Natural Area,,Part of Another PMA,,
Parks,Parks and Recreation,3984,Queen Anne Bowl Playfield,3rd Ave W & W Fulton St," 235,809 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4463,Myrtle Reservoir Park- MOA w/SPU,3600 SW Myrtle St," 233,495 ",Fully Utilized,Neighborhood Parks,,City Use Agmt on City Ppty,,
Parks,Parks and Recreation,410,Georgetown Playfield- Part Lease,750 S Homer St," 230,184 ",Fully Utilized,Recreation Areas,,Mixed Ownership,,
Parks,Parks and Recreation,452,Fairmount Playground,5400 Fauntleroy Way SW," 228,837 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,312,Jim Ellis Freeway Park- Air Rights,1227 9th Ave," 228,497 ",Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,308,Commodore Park- Part Lease,3350 W Commodore Way," 211,022 ",Fully Utilized,Community Parks,,Mixed Ownership,,
Parks,Parks and Recreation,311,Myrtle Edwards Park,3130 Alaskan Way," 209,107 ",Fully Utilized,Regional Parks/Large Urban Parks,,Owned,,
Parks,Parks and Recreation,335,Seattle Aquarium- Part Lease,1483 Alaskan Way," 203,784 ",Fully Utilized,Regional Parks/Large Urban Parks,,Mixed Ownership,,
Parks,Parks and Recreation,3917,Don Armeni Boat Ramp- Part Lease,1222 Harbor Ave SW," 203,317 ",Fully Utilized,Community Parks,,Mixed Ownership,,
Parks,Parks and Recreation,309,Denny Park,100 Dexter Ave N," 201,528 ",Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,303,Bayview Playground,2614 24th Ave W," 201,449 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,446,Alki Playground & Community Center,5817 SW Lander St," 197,363 ",Fully Utilized,Recreation Areas,,Mixed Ownership,,
Parks,Parks and Recreation,365,Lakeview Park,Lake Washington Bl E," 196,007 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,449,Wallingford Playfield,4233 N 43rd St," 195,577 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4441,Madison Park North Beach,2330 43rd Ave E," 195,519 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,283,E Duwamish Greenspace- I-90,S Bayview St," 193,058 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,3923,Martin Luther King Memorial Park,2200 Martin Luther King Jr Way S," 191,265 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,439,Hutchinson Community Center & Playground,5801 S Pilgrim," 190,877 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4482,LaVilla Meadows Natural Area on Thornton Creek,10300 Fischer Pl NE," 190,631 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,345,Powell Barnett Park,2760 E Alder St," 189,779 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,3972,Lakeridge Playground,10145 Rainier Ave S," 187,410 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,285,Helene Madison Swimming Pool,13401 Meridian Ave N," 183,332 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,461,Lowman Beach Park,8603 Fauntleroy Way SW," 177,020 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4076,Lewis Park,1120 15th Ave S," 175,713 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,291,Mineral Springs Park,1500 N 105th St," 173,117 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,356,Harrison Ridge Greenbelt,138 32nd Ave E," 171,047 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,242,Gilman Playground,923 NW 54th St," 170,352 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4046,E Duwamish Greenspace- Martin Luther King Way,East of Martin Luther King Way," 167,539 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4487,Washington Park- Japanese Garden,1075 Lake Washington Bl E," 163,875 ",Fully Utilized,Recreational Facility/Community Center,,Owned,,
Parks,Parks and Recreation,4456,Hubbard Homestead Park,11203 5th Ave NE," 162,797 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,250,Sandel Playground,113 NW 92nd St," 161,891 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4400,Daejon Park- Part WSDOT R/W Agmt,Sturgus Ave S," 160,059 ",Fully Utilized,Neighborhood Parks,,Mixed Ownership,,
Parks,Parks and Recreation,3973,Waterfront Park- Part Lease,1301 Alaskan Way," 157,009 ",Fully Utilized,Downtown Parks,,Mixed Ownership,,
Parks,Parks and Recreation,4020,Mount Baker Boulevard,11753 68th Ave S," 156,930 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,263,Leschi Natural Area,3525 E Terrace St," 154,977 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,267,Longfellow Creek Greenspace- South,22nd Ave SW & SW Henderson," 152,200 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,497,Ballard Playground & Community Center,2644 NW 60th St," 149,395 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4410,Fairmount Park,2699 Fairmount Ave SW," 143,969 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,488,Ravenna-Eckstein Park & Community Center,6535 Ravenna Ave NE," 143,402 ",Fully Utilized,Community Parks,,Owned,,
Parks,Parks and Recreation,492,Magnolia Greenbelt,1899 Amherst Ave W," 139,297 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4263,Yesler Terrace Park,917 E Yesler Way," 139,090 ",Fully Utilized,Community Parks,,Owned,,
Parks,Parks and Recreation,4413,Hitt's Hill Park,39XX S Brandon St," 136,686 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,482,Bryant Playground,40th Ave NE & NE 65th St," 134,780 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,495,Picardo Farm,8040 25th Ave NE," 134,774 ",Fully Utilized,P-Patch,,Owned,,
Parks,Parks and Recreation,4423,Delridge & Myrtle,Delridge Way SW & SW Myrtle St," 130,796 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,400,Beacon Hill Playground,1902 13th Ave S," 128,755 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4450,Bitter Lake Reservoir Open Space Park- MOA,14201 Linden Ave N," 125,374 ",Fully Utilized,Neighborhood Parks,,City Use Agmt on City Ppty,,
Parks,Parks and Recreation,354,Grand Army of the Republic Cemetary,1200 E Howe St," 124,541 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,249,Salmon Bay Park,2001 NW Canoe Pl," 122,884 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,375,W Montlake Park,2899 W Park Dr E," 122,770 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,290,Sturtevant Ravine,9335 Sturtevant Ave S," 122,278 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
